Day,Temperature,Humidity,Wind_Speed,Building_Type,Employee_Count,Holiday,Energy_Consumption
86,39.96,63.56,39.29,0,0,0,146.29
153,15.35,34.76,16.78,0,0,0,92.45
2,23.66,32.73,41.03,2,21,0,318.53
342,-6.48,31.87,23.57,0,0,0,47.32
260,30.66,50.54,1.01,1,367,0,319.79
164,21.21,85.31,41.77,1,235,0,267.69
6,18.06,85.87,32.42,2,197,0,389.22
149,25.44,53.71,19.66,2,229,0,365.07
205,18.03,79.48,29.19,1,463,0,299.8
118,28.32,50.42,47.76,2,529,0,429.42
89,19.18,49.37,41.56,1,704,0,329.53
154,16.0,13.05,5.78,0,0,0,94.96
167,-3.25,69.61,19.41,1,186,1,157.11
161,13.59,60.98,43.08,1,26,0,199.73
270,16.91,39.37,16.51,2,237,0,352.41
56,21.23,21.76,7.84,0,0,0,121.1
228,12.79,89.23,41.35,2,225,1,310.35
337,-2.67,75.34,26.38,2,740,0,427.62
149,-2.48,60.18,41.69,1,643,0,294.82
46,26.05,11.33,33.34,0,0,0,99.12
144,23.07,79.58,8.75,0,0,0,118.51
238,2.97,58.78,9.91,1,586,0,303.46
272,12.29,22.64,45.59,2,592,0,377.64
120,5.35,75.13,35.97,2,686,0,419.96
340,-0.95,58.29,24.85,0,0,0,58.48
220,6.31,52.47,36.84,2,801,1,365.21
8,3.13,21.2,47.39,2,75,0,271.2
344,-5.88,30.38,44.0,1,538,0,264.13
275,15.22,65.24,22.58,0,0,0,114.33
353,12.54,38.01,0.8,2,431,0,371.97
66,25.73,37.72,16.59,1,113,0,242.81
79,21.02,24.42,15.13,2,47,0,303.11
86,7.17,26.47,17.18,0,0,1,16.3
124,14.82,63.94,47.56,1,661,0,329.6
202,16.8,83.75,12.53,0,0,0,131.86
150,35.88,14.34,15.74,1,983,0,426.81
46,39.08,49.39,16.42,0,0,0,152.39
113,30.78,86.49,39.2,0,0,0,132.92
91,18.11,52.82,30.8,1,790,0,347.53
141,36.41,43.87,42.91,0,0,0,126.84
289,-1.09,33.23,7.23,0,0,0,45.43
218,24.82,70.36,31.13,2,593,0,431.84
77,13.02,81.62,40.55,0,0,0,108.28
334,-2.76,89.19,40.35,1,859,0,365.64
152,-6.24,34.71,18.13,2,251,1,250.98
323,14.04,20.18,39.33,0,0,0,73.22
239,1.95,67.89,43.17,0,0,0,86.2
115,2.53,76.47,6.81,1,128,0,216.58
319,6.01,79.83,17.49,1,178,0,211.18
94,25.92,58.34,36.1,0,0,0,118.29
48,-1.8,86.83,21.47,0,0,1,39.43
191,25.88,18.97,49.86,1,392,0,275.47
12,29.14,34.64,14.44,0,0,0,132.58
156,19.72,33.98,21.29,2,398,0,388.47
172,2.38,41.9,4.96,2,810,1,394.83
296,-7.42,70.07,38.6,2,232,0,294.25
177,10.4,11.62,40.98,2,423,0,341.71
341,32.37,11.39,48.94,2,304,0,366.63
57,-4.91,20.98,39.55,0,0,0,24.83
343,27.24,24.86,14.55,1,580,0,344.78
340,13.39,89.13,36.94,2,960,0,511.31
203,34.94,30.64,22.26,2,945,0,506.07
185,7.81,46.6,49.03,1,612,1,234.17
121,25.24,12.32,39.37,2,290,1,298.9
226,27.01,84.44,18.65,2,557,0,448.87
202,-0.06,13.77,39.67,1,792,0,297.31
330,-2.09,82.19,18.61,0,0,1,47.6
363,-5.36,26.02,31.91,2,851,0,412.98
356,25.08,82.71,5.31,0,0,0,144.13
216,17.41,36.45,22.26,2,943,0,481.44
43,-5.66,48.14,3.75,0,0,0,77.32
23,5.42,66.88,25.79,0,0,0,81.09
155,-2.88,69.45,28.77,2,787,0,419.36
186,-5.37,12.72,37.35,1,858,0,298.39
249,4.94,11.56,17.94,1,670,0,291.05
237,-5.19,35.73,39.08,2,649,0,375.34
293,3.01,50.93,30.19,0,0,1,21.65
134,17.64,79.87,28.41,0,0,0,108.41
321,18.05,24.48,10.96,2,645,0,433.58
22,-1.6,39.81,46.7,0,0,0,58.9
361,-0.45,44.83,8.86,2,111,0,297.9
88,32.75,49.02,3.43,1,684,0,397.3
153,-1.65,66.39,40.99,0,0,0,79.47
125,-7.71,82.79,17.79,2,502,0,364.49
79,2.24,20.33,41.2,2,70,1,223.05
346,18.82,47.62,46.59,0,0,0,105.69
51,-9.64,88.79,20.06,2,69,0,288.77
216,39.25,57.93,6.99,1,655,0,386.65
176,1.52,77.89,5.11,0,0,0,101.9
358,1.91,81.18,9.03,2,278,0,366.11
253,26.93,15.68,13.7,0,0,0,107.26
246,2.41,48.47,31.82,2,904,0,441.67
227,9.81,86.95,38.36,1,330,0,264.27
106,17.2,21.94,22.67,2,844,0,455.76
193,-8.91,25.07,43.15,1,414,0,217.9
316,31.86,50.48,40.29,2,187,0,368.69
302,15.6,20.65,0.39,2,99,0,322.49
36,5.65,78.79,28.57,1,734,0,347.4
204,9.99,71.02,20.34,1,924,1,335.47
267,-7.21,77.97,23.84,2,277,0,306.09
268,25.9,42.42,30.45,2,813,1,412.71
170,16.98,61.75,29.19,0,0,0,90.94
39,35.7,36.17,44.74,0,0,0,136.25
139,13.21,15.05,17.79,2,977,0,460.52
292,31.42,71.99,30.08,0,0,0,141.93
52,-0.58,87.73,47.19,1,685,0,316.21
287,-7.17,32.88,17.95,1,710,0,285.42
289,37.42,33.01,24.92,2,422,1,368.84
141,2.85,26.52,3.57,2,753,0,409.07
146,31.68,44.13,45.48,1,702,0,353.29
314,2.87,40.06,40.21,0,0,0,63.29
184,-2.21,80.79,2.8,1,655,0,300.99
152,26.63,73.22,35.59,0,0,1,73.71
201,28.92,80.44,45.35,2,979,0,533.9
128,32.18,83.56,38.37,1,19,0,253.9
287,33.24,64.34,28.83,1,79,1,204.12
311,14.16,61.47,45.8,2,745,0,445.19
253,10.01,47.29,35.93,1,71,0,196.7
266,27.55,16.63,5.15,2,211,0,350.82
188,18.47,45.7,11.16,2,592,0,428.59
230,38.26,39.01,7.6,0,0,0,155.48
271,8.79,40.27,15.53,1,517,0,270.75
259,-7.86,50.11,13.01,0,0,0,51.12
299,19.47,52.18,13.27,2,446,0,400.43
198,7.67,27.28,17.16,2,946,0,463.06
323,7.13,31.99,1.13,0,0,0,85.69
56,18.23,26.26,13.81,0,0,0,101.8
319,36.09,68.91,8.55,1,700,0,402.79
203,3.35,87.15,2.93,2,832,0,466.62
271,8.98,29.58,21.4,2,524,0,376.5
109,34.56,79.09,39.78,1,234,0,280.69
116,34.76,68.42,24.77,2,463,1,379.29
92,1.73,34.5,35.18,2,575,0,374.18
138,25.32,51.99,5.81,0,0,0,122.41
303,10.78,58.8,22.15,1,596,0,303.35
57,36.8,71.71,10.49,0,0,0,162.28
50,26.61,53.55,5.4,0,0,1,81.4
71,14.72,62.46,11.65,1,548,0,318.58
82,30.87,35.64,39.43,1,384,0,291.62
105,39.89,19.86,28.74,0,0,0,132.26
88,12.35,14.81,11.46,0,0,0,82.88
2,8.68,33.35,11.27,1,818,0,341.9
360,20.35,63.42,12.1,0,0,0,114.0
84,24.15,17.13,39.57,2,325,0,350.03
43,25.22,69.11,31.6,0,0,1,76.28
154,13.68,42.58,12.91,1,289,0,247.51
327,6.61,47.45,19.01,1,689,0,331.48
94,31.1,27.04,17.45,2,686,0,460.27
298,37.91,65.78,14.32,0,0,0,166.28
133,33.2,87.64,38.79,2,584,0,463.62
65,24.12,42.09,21.75,2,25,0,301.93
290,8.01,19.24,12.62,0,0,1,23.74
257,21.12,11.37,30.67,1,843,0,367.74
213,-4.94,79.29,29.51,0,0,0,80.42
148,16.7,66.43,30.11,1,737,0,352.72
61,29.06,77.71,28.54,2,827,1,445.33
149,2.55,41.41,46.21,0,0,0,45.98
88,15.08,60.66,21.18,0,0,0,86.69
324,-6.34,41.03,44.76,2,91,0,258.52
278,31.92,36.29,42.16,2,535,0,409.53
82,7.51,57.23,47.23,2,824,0,435.94
129,19.11,27.48,33.48,0,0,0,89.99
286,8.93,68.32,39.82,0,0,1,29.59
353,19.88,60.7,1.27,0,0,0,128.06
280,27.21,42.52,42.12,2,261,0,369.66
270,6.34,32.82,16.99,1,303,0,249.36
292,15.96,38.78,44.42,2,795,0,474.85
203,29.74,34.91,19.79,0,0,0,115.58
24,24.39,38.91,35.79,2,813,0,467.97
351,-7.15,11.27,48.56,0,0,0,27.03
311,18.44,37.23,36.58,2,625,0,425.1
208,8.82,53.27,21.6,2,303,1,296.07
280,25.44,48.59,30.07,2,396,0,409.49
205,-9.17,21.3,14.2,0,0,0,50.55
152,6.53,85.76,39.42,2,75,0,293.57
26,-5.68,24.75,26.98,0,0,0,44.8
194,36.02,56.23,9.21,2,814,0,512.48
336,33.82,39.71,27.45,0,0,1,70.73
238,38.4,63.87,26.34,0,0,0,140.85
321,22.17,44.86,7.38,0,0,1,86.14
75,30.35,13.28,7.7,2,547,0,416.67
163,20.59,60.7,27.32,1,294,1,216.95
299,14.6,84.05,43.45,2,836,0,460.56
29,31.69,79.56,32.63,1,642,0,378.67
165,28.81,36.26,39.3,1,167,0,245.09
337,26.66,36.01,29.81,1,627,0,334.62
186,34.7,57.01,5.58,2,64,0,350.29
54,36.44,25.73,10.17,0,0,0,140.42
295,12.26,60.22,41.07,0,0,0,104.48
42,4.14,74.09,16.18,0,0,0,88.46
285,15.59,26.28,38.99,0,0,0,67.76
138,-5.35,86.63,21.13,2,312,0,333.39
187,36.91,50.26,24.17,1,893,0,424.87
204,39.19,27.42,15.03,2,877,0,507.02
42,22.64,15.35,15.68,2,923,1,432.72
350,27.31,32.92,8.02,0,0,1,67.71
288,6.18,47.88,30.14,2,428,0,371.07
26,33.31,48.28,29.26,1,918,0,430.89
56,35.02,26.36,23.83,1,480,0,321.67
253,-6.15,30.66,43.79,1,692,0,283.84
122,-3.43,64.26,0.66,1,513,1,219.27
106,3.04,71.99,19.11,2,541,0,400.25
130,25.18,18.62,29.7,2,901,0,479.99
337,-0.83,63.27,3.71,0,0,0,82.82
158,1.0,83.31,1.09,0,0,1,25.98
231,9.09,12.82,35.88,2,57,1,219.23
308,20.58,59.05,12.38,0,0,0,104.19
91,38.82,56.61,29.41,1,284,0,314.35
22,29.19,28.86,31.5,1,675,0,335.32
290,17.92,75.98,22.95,2,465,0,424.2
110,-7.53,10.52,42.97,1,75,0,148.46
49,15.84,84.33,12.23,1,781,0,386.26
129,0.2,57.85,18.06,0,0,0,65.11
73,5.0,49.28,12.68,0,0,1,37.83
340,2.54,69.21,7.53,2,336,0,362.29
53,7.37,85.38,46.84,0,0,0,85.76
356,-6.89,75.75,7.35,2,996,0,469.86
168,18.84,55.42,40.77,0,0,1,60.37
45,-7.71,20.08,37.08,2,973,0,424.22
105,23.03,40.45,34.09,1,475,0,306.16
150,26.54,79.85,0.6,1,124,0,274.02
146,14.3,78.1,1.93,1,645,0,324.65
204,29.06,43.58,33.5,1,543,1,275.49
362,38.37,47.85,39.43,2,694,0,481.26
299,7.0,64.74,43.72,1,128,1,165.89
167,20.95,45.15,28.96,2,51,0,305.2
201,6.19,17.16,15.86,0,0,0,66.38
134,12.17,68.36,26.12,0,0,0,106.04
211,-8.96,62.0,39.17,2,428,0,347.44
48,-6.28,25.89,27.87,1,959,0,336.4
126,29.88,74.22,21.36,0,0,1,94.36
239,-3.0,75.32,7.57,1,684,0,326.87
7,24.96,29.76,48.15,0,0,0,104.96
272,25.44,21.31,1.35,0,0,0,111.88
37,39.81,25.7,1.33,2,864,1,459.61
211,24.78,49.46,14.42,2,258,0,365.89
165,-3.56,35.55,31.31,0,0,0,58.68
125,21.33,63.87,21.96,1,973,0,419.85
337,16.21,51.7,45.13,2,550,0,398.27
192,35.87,63.69,16.44,0,0,0,155.31
218,24.51,27.66,10.18,0,0,0,114.28
214,15.92,57.29,13.34,1,882,0,389.11
62,21.21,80.66,49.76,2,358,0,382.88
328,12.17,56.69,28.77,1,687,1,281.34
161,15.42,65.11,24.08,0,0,0,102.33
66,26.12,86.02,11.15,1,472,0,339.78
286,-6.08,80.92,8.99,0,0,0,80.08
239,20.77,28.0,0.78,0,0,0,101.25
20,-5.59,75.3,37.08,1,390,0,252.97
188,32.75,88.4,31.2,0,0,1,97.44
82,37.12,73.1,25.94,1,38,0,258.08
363,29.01,20.29,22.39,1,583,1,263.29
202,25.9,59.62,37.03,2,320,0,367.05
132,37.19,62.22,35.02,2,72,0,350.14
37,0.93,21.79,22.19,0,0,0,60.22
132,1.44,54.41,17.9,0,0,0,83.04
77,14.05,83.85,1.83,2,366,0,383.4
89,-9.63,33.63,6.54,1,273,0,211.39
253,38.25,74.59,35.19,1,978,0,442.23
344,-8.39,61.48,25.85,0,0,1,19.65
194,19.81,63.96,11.8,0,0,0,113.24
176,7.7,33.96,21.12,2,762,0,419.73
33,-4.85,70.56,41.7,2,46,0,262.85
58,-8.77,60.94,2.18,0,0,0,72.52
201,3.12,51.93,44.57,2,456,0,360.35
28,-4.67,49.24,8.83,2,989,0,461.53
35,37.02,34.55,47.27,0,0,0,113.89
125,2.24,26.17,36.16,1,133,0,185.41
321,-5.29,71.37,7.97,1,548,0,279.92
42,28.48,25.96,4.56,0,0,1,73.57
85,10.71,23.39,15.39,1,862,0,366.65
188,32.18,78.09,33.4,1,100,0,273.52
111,31.92,16.4,2.57,1,840,0,401.08
271,39.62,22.27,46.45,1,796,0,377.39
325,30.19,17.28,20.07,1,751,0,362.34
105,0.71,86.65,14.28,1,904,0,367.8
320,19.32,18.39,40.7,2,707,0,419.77
41,16.31,10.48,43.66,2,402,0,368.71
215,15.41,58.99,35.35,2,639,0,429.45
71,4.84,67.08,25.55,0,0,0,80.66
56,0.51,24.21,1.52,2,625,0,398.8
236,25.84,37.9,42.34,1,923,0,378.67
281,-4.91,34.78,8.21,0,0,0,51.2
105,-7.52,67.91,29.08,2,494,0,362.05
162,9.06,41.53,17.94,2,453,1,306.51
191,27.2,52.29,26.3,2,100,0,347.58
9,33.43,72.11,36.26,1,919,0,424.8
60,17.01,49.46,40.99,1,789,1,297.44
305,32.0,68.05,29.28,2,879,0,513.82
225,-8.74,55.33,16.66,1,539,0,247.95
307,12.77,67.02,33.79,0,0,0,100.01
188,-3.33,17.26,10.73,0,0,0,42.52
70,19.14,88.26,44.54,2,405,0,392.28
293,36.05,16.96,1.58,0,0,1,78.06
287,-9.64,60.89,40.0,0,0,0,64.92
169,23.41,11.85,5.44,0,0,0,94.68
62,29.62,51.37,45.91,2,994,0,526.58
349,27.22,17.68,19.28,1,941,0,409.91
14,-9.01,17.2,23.31,0,0,0,18.78
164,-1.31,32.79,21.96,2,769,0,407.51
245,-5.28,29.33,28.54,2,891,0,391.02
335,-5.73,20.95,31.15,2,471,1,293.13
8,26.51,56.34,48.06,2,446,0,402.97
154,11.24,80.83,4.61,1,688,0,356.44
36,26.24,83.39,36.75,1,250,0,280.0
48,8.04,33.23,7.28,0,0,0,80.68
85,-4.15,79.17,25.92,1,827,1,282.32
28,25.92,87.4,23.09,0,0,0,137.28
196,21.3,34.97,48.76,2,457,1,337.49
208,-4.35,84.98,3.9,0,0,0,80.69
204,36.22,44.08,13.23,1,476,0,344.77
307,5.45,47.12,0.68,2,950,0,455.79
104,22.74,48.43,44.37,0,0,0,121.85
230,-8.4,68.49,17.31,1,371,1,190.75
101,12.15,30.85,0.5,0,0,0,86.1
29,38.22,29.23,36.14,1,708,1,329.36
127,34.33,60.36,3.96,2,747,0,499.34
338,1.07,54.61,27.74,2,881,0,441.82
10,33.96,15.68,32.23,2,410,0,395.79
106,4.65,82.2,17.92,2,596,0,402.17
167,32.61,33.25,26.69,1,818,0,376.71
257,26.46,70.08,44.38,0,0,0,121.24
295,7.6,56.27,7.1,0,0,0,95.43
277,35.54,55.78,38.25,0,0,0,128.62
65,14.26,78.7,10.25,2,159,0,336.51
271,5.88,80.44,33.24,1,524,0,310.55
188,3.98,54.81,41.48,0,0,0,49.45
317,36.95,44.27,6.55,2,319,0,405.15
138,27.93,59.61,31.81,1,290,1,235.17
343,7.49,19.57,40.8,2,623,0,387.54
105,2.71,43.6,44.38,0,0,0,57.42
34,0.58,62.96,11.63,1,266,0,220.92
110,2.22,71.04,11.09,1,567,0,304.7
33,-4.45,67.7,19.79,1,834,0,332.89
354,14.24,23.97,42.28,2,733,0,415.93
231,-7.95,58.92,46.07,1,25,0,162.98
317,-9.42,17.23,29.26,0,0,0,31.8
266,20.9,57.68,44.12,2,815,0,475.78
182,-5.58,69.67,2.95,0,0,0,76.24
340,32.26,60.51,5.1,2,374,0,413.21
65,-4.66,59.99,9.19,1,66,0,194.12
333,17.13,62.25,30.65,2,479,1,350.09
1,23.78,43.44,17.53,2,570,0,432.07
133,1.46,40.8,10.33,0,0,0,61.82
80,34.41,45.6,34.75,1,52,1,192.49
271,14.07,26.91,27.71,2,178,0,336.4
241,5.77,46.31,49.8,1,646,0,307.65
28,35.06,82.37,46.67,0,0,0,141.58
223,32.92,33.26,15.38,2,126,0,364.88
23,25.48,44.49,29.05,1,363,1,247.06
109,4.52,61.68,18.77,2,745,0,437.84
107,9.51,71.38,32.63,2,901,0,469.93
145,24.49,10.73,27.19,0,0,0,111.54
354,-0.74,63.13,46.49,0,0,0,60.85
139,14.76,21.47,30.98,0,0,0,84.77
284,26.89,69.51,20.17,0,0,0,134.47
298,22.89,20.88,33.36,2,851,0,467.42
99,26.0,70.01,34.95,2,357,0,412.35
317,34.6,85.66,39.68,1,945,0,442.61
123,38.41,27.88,17.57,0,0,1,93.15
320,12.92,10.7,21.09,1,318,0,225.44
287,-7.0,18.87,14.32,2,565,0,351.2
81,31.72,83.55,15.28,1,490,0,354.24
10,-4.1,47.63,19.84,2,642,0,388.08
8,0.97,53.01,11.46,1,89,0,160.66
205,22.66,22.25,15.48,2,578,0,417.48
315,27.29,88.97,36.83,2,568,0,459.74
197,24.73,24.6,7.65,1,165,0,246.41
198,11.92,58.18,21.71,0,0,0,102.01
30,35.9,55.55,20.26,0,0,1,103.24
20,31.61,15.23,23.41,2,273,0,360.74
48,23.18,89.72,13.73,0,0,0,147.08
130,12.05,54.0,14.82,1,481,0,298.77
293,13.19,22.45,5.18,2,231,0,328.96
132,-1.2,70.38,10.79,0,0,0,76.34
356,28.99,41.39,34.28,0,0,0,116.75
54,33.3,63.61,1.84,1,718,0,394.57
281,31.36,27.87,21.73,2,804,1,430.81
265,17.35,83.78,41.61,2,746,0,454.54
215,31.9,13.28,3.58,1,439,1,259.36
290,29.52,11.62,2.73,0,0,0,100.98
43,31.62,79.19,2.56,1,147,0,309.49
74,39.1,53.54,30.55,1,216,0,300.54
350,30.5,37.32,43.32,2,769,0,468.12
278,3.53,21.29,38.73,1,959,0,361.24
326,31.04,14.79,43.48,2,187,1,284.42
242,8.78,33.64,29.93,1,554,0,295.18
130,15.81,74.88,18.12,0,0,0,105.19
350,29.82,25.4,34.33,1,23,0,209.56
194,5.84,88.36,10.54,1,625,0,338.72
32,-8.7,73.33,5.19,1,895,0,347.83
106,25.91,10.94,48.68,1,452,0,293.3
204,35.11,53.97,14.32,0,0,0,138.35
1,36.39,41.67,30.1,0,0,0,144.22
245,29.95,45.52,46.24,2,235,0,379.47
72,36.76,45.48,43.23,1,964,0,430.51
306,31.03,78.09,17.5,0,0,0,147.45
15,-8.5,64.85,22.19,0,0,0,54.52
53,7.48,33.26,32.95,2,890,0,458.95
8,6.81,51.25,26.53,1,73,0,178.29
330,0.96,48.96,49.3,1,803,0,324.06
46,29.9,32.97,10.25,0,0,0,126.05
325,16.0,59.64,45.53,1,303,0,255.72
114,31.81,60.53,38.8,2,900,0,517.34
147,20.07,18.59,30.05,2,691,0,434.58
166,19.53,17.13,43.71,0,0,0,87.62
139,9.21,12.37,2.73,0,0,0,80.08
117,29.48,57.38,1.26,2,494,0,432.32
299,24.15,89.67,44.49,1,686,0,375.33
276,6.94,82.69,16.37,1,599,0,321.01
277,39.68,46.88,0.91,1,387,0,334.83
338,13.14,35.51,42.82,2,359,0,359.97
313,5.83,68.66,49.45,0,0,0,71.4
178,24.39,36.82,4.57,2,62,0,339.28
330,1.14,12.78,36.05,1,810,0,313.89
354,31.53,51.39,6.81,0,0,1,71.02
154,24.02,35.66,7.37,0,0,0,118.52
201,33.5,13.54,22.0,1,954,0,405.93
115,6.45,70.78,8.42,2,194,0,335.51
159,32.72,55.85,21.33,0,0,0,153.19
42,15.05,37.92,13.02,0,0,0,93.49
247,-7.04,43.34,23.44,1,864,0,319.89
68,-0.29,16.26,46.75,1,359,0,219.36
326,0.88,19.89,41.39,2,743,1,341.52
334,28.4,43.53,27.69,1,172,0,256.74
196,0.16,22.1,46.55,1,512,0,239.74
90,18.1,25.2,12.73,2,60,0,315.25
111,22.63,39.5,17.34,2,823,0,486.62
359,28.69,51.92,9.61,1,420,0,318.99
145,29.19,54.6,6.42,2,845,0,504.84
275,25.88,49.16,42.93,2,98,1,289.27
179,0.66,15.84,8.25,0,0,0,75.29
241,17.17,16.39,42.36,0,0,0,62.79
326,4.51,26.45,23.11,2,614,0,364.98
319,28.75,80.08,30.25,2,141,0,357.36
331,27.4,18.92,14.15,0,0,0,125.83
153,1.48,67.77,9.42,1,332,0,243.41
104,22.07,75.55,6.01,1,46,0,248.17
75,-7.08,18.4,11.81,1,767,0,292.98
128,28.43,57.74,46.28,2,511,1,363.35
199,29.01,71.53,47.04,2,212,0,362.95
154,7.35,74.26,9.87,2,890,1,410.27
56,30.31,12.32,31.12,0,0,0,109.01
278,32.91,52.82,22.21,0,0,0,138.27
345,-0.5,24.91,30.11,1,504,0,264.33
19,7.54,81.14,34.71,1,5,0,182.8
159,3.05,47.19,1.77,0,0,0,70.33
26,8.72,43.26,4.91,0,0,0,94.76
169,12.35,26.54,27.51,2,812,1,393.59
23,15.5,25.7,12.88,1,837,0,348.37
47,-8.24,89.3,37.26,0,0,0,48.74
13,-7.24,15.41,5.37,2,929,0,436.12
217,22.76,13.37,37.24,0,0,0,98.09
322,12.14,31.27,16.34,1,654,0,314.87
194,-5.51,39.32,11.66,2,690,0,373.58
144,9.31,41.06,36.76,1,689,1,257.12
73,13.77,25.34,15.7,1,576,1,267.38
156,21.78,85.13,35.03,0,0,0,131.93
77,-4.08,82.17,27.95,0,0,1,32.74
169,39.74,49.78,34.45,2,972,1,490.48
287,13.74,70.29,4.72,1,986,1,356.88
85,24.04,27.98,29.76,2,358,0,365.63
182,35.41,78.39,41.73,2,705,0,491.05
315,-8.41,42.95,24.03,0,0,1,10.0
297,20.07,20.68,21.02,1,576,0,316.53
112,17.02,73.45,1.01,0,0,0,121.45
230,-7.13,48.46,48.21,1,254,0,192.1
96,24.65,58.56,49.44,2,774,0,460.34
168,1.04,83.33,37.25,0,0,0,89.35
156,25.09,55.79,6.44,0,0,0,132.53
105,8.13,31.29,32.01,1,987,0,371.75
193,28.51,37.43,16.13,1,16,1,183.65
330,37.09,78.51,26.95,1,113,0,272.37
132,33.03,75.03,2.71,0,0,0,149.4
355,14.13,69.17,37.99,2,557,0,410.27
138,1.26,20.32,29.61,0,0,0,51.93
331,39.62,25.55,11.73,2,681,0,471.87
270,22.97,66.24,32.09,2,296,0,369.95
38,9.8,32.25,23.42,2,352,0,344.43
45,14.08,66.91,25.58,0,0,0,107.06
163,-3.6,65.48,3.96,2,177,0,319.72
331,15.26,57.09,1.09,1,803,1,333.94
253,-1.34,89.07,16.75,1,824,0,336.65
169,8.29,79.95,2.34,1,958,0,391.27
285,14.59,19.65,17.0,1,292,0,265.71
274,37.39,68.67,18.87,1,885,0,437.05
20,21.23,77.89,13.11,0,0,0,130.79
239,8.59,79.75,37.75,1,152,0,227.7
270,-4.35,51.14,21.13,0,0,0,51.26
310,27.36,78.61,4.57,1,676,0,377.0
31,13.34,78.35,21.53,0,0,0,115.36
314,-6.59,54.31,3.02,0,0,0,71.9
104,22.84,53.3,22.39,2,304,0,365.11
170,7.51,59.22,38.16,2,9,0,288.32
186,10.19,22.58,39.68,2,674,0,398.5
128,31.94,69.11,21.93,2,899,0,534.8
210,-3.13,81.23,45.31,0,0,0,60.04
281,7.02,54.8,3.77,2,628,0,405.24
253,8.18,68.95,46.53,0,0,0,76.28
19,-9.83,51.78,45.93,2,104,0,277.75
200,32.27,54.95,46.28,2,71,0,339.35
220,31.77,56.17,23.8,2,444,0,419.89
136,23.09,30.45,3.99,0,0,0,112.66
223,34.95,71.23,26.8,1,145,0,281.29
3,3.64,43.35,24.79,0,0,0,72.82
236,1.03,14.8,11.25,0,0,1,11.23
342,-6.57,48.78,38.44,1,629,0,276.2
228,19.6,19.94,1.1,2,446,0,386.69
142,14.82,73.94,42.97,0,0,0,101.73
9,30.52,23.72,31.75,0,0,0,130.5
190,14.06,82.24,44.63,2,534,0,417.88
350,0.16,81.06,18.93,0,0,0,76.52
165,30.48,81.07,8.31,2,532,0,437.41
139,12.77,35.35,15.68,0,0,0,94.66
276,37.79,35.36,47.08,1,718,0,367.33
291,16.72,38.98,17.0,2,45,0,315.85
53,-4.16,80.46,0.93,0,0,0,69.47
175,32.55,40.51,34.77,2,806,0,471.34
110,33.92,55.29,39.32,1,755,0,407.25
203,12.27,87.69,30.92,1,125,0,236.81
136,-8.7,65.86,37.6,0,0,0,46.68
4,-8.51,73.73,28.0,1,78,0,170.7
155,7.56,46.73,16.97,2,231,0,325.96
172,25.81,70.59,29.82,1,730,0,353.75
358,6.55,73.89,35.63,1,733,0,330.92
47,-9.61,64.65,34.83,2,155,1,240.0
94,32.43,89.94,38.4,2,528,0,449.01
48,38.44,16.31,43.6,0,0,0,122.24
240,7.32,76.58,1.35,0,0,0,98.44
347,-6.35,27.35,36.94,2,498,0,359.47
213,4.57,60.18,33.83,0,0,0,79.38
340,29.95,75.37,48.82,2,253,0,370.56
324,17.11,61.97,7.15,0,0,0,126.23
139,9.2,31.89,27.77,0,0,1,31.79
205,6.71,34.54,19.15,2,557,0,387.75
73,-4.23,58.01,15.05,1,340,0,241.36
4,6.98,82.43,29.43,2,115,0,314.79
76,13.51,62.56,31.05,1,911,0,392.47
329,23.66,43.95,35.71,1,740,0,356.86
77,3.1,79.19,47.03,0,0,0,88.56
304,34.87,33.89,25.11,0,0,0,127.11
256,14.24,52.14,41.73,2,599,0,401.25
102,10.26,34.76,41.83,1,241,0,211.35
106,19.7,72.8,6.41,2,399,0,417.01
333,-1.62,26.05,24.92,1,667,0,283.62
39,-4.67,62.47,29.75,2,492,0,374.33
314,7.33,62.78,8.39,2,495,0,400.3
275,-8.0,84.49,31.14,2,496,0,357.22
88,8.88,45.3,32.49,1,789,0,330.12
211,23.57,49.71,8.65,1,532,0,319.32
77,30.61,57.9,46.24,0,0,0,128.91
77,18.99,20.15,44.74,0,0,0,66.88
28,24.57,46.41,12.9,2,546,1,392.08
245,31.66,22.01,36.32,2,617,0,429.44
66,28.66,73.02,31.63,0,0,0,116.15
266,6.0,36.16,33.39,0,0,0,75.02
205,18.67,44.95,29.76,1,848,0,371.54
58,3.24,32.65,18.47,0,0,0,74.45
201,18.82,30.57,1.38,0,0,0,95.36
225,11.3,89.0,21.26,0,0,1,61.62
142,8.64,76.63,43.28,1,136,0,204.91
84,-0.82,45.93,1.35,1,686,0,297.55
143,18.09,76.27,34.28,2,568,1,364.52
352,26.47,64.13,4.69,2,844,1,466.88
33,18.56,42.74,30.93,2,396,0,394.6
152,-6.54,12.24,23.46,0,0,0,30.25
158,36.22,83.08,29.61,2,653,0,477.31
141,-9.73,28.15,23.97,2,216,0,286.57
251,34.25,67.98,8.32,2,266,0,410.2
303,28.3,75.23,49.27,1,426,0,306.81
112,-5.17,56.94,48.87,1,945,0,345.03
144,1.83,62.54,11.04,0,0,0,84.76
209,7.45,15.5,40.41,2,634,0,397.94
224,35.52,54.83,41.04,0,0,0,136.55
43,39.0,33.72,23.96,2,464,0,412.34
264,-5.64,55.43,44.75,0,0,0,61.75
